Team,Opponent,Rank,Site,TV,Attendance,Current Wins,Current Losses,Stadium Capacity,Fill Rate,New Coach,Tailgating,PRCP,SNOW,SNWD,TMAX,TMIN,Opponent_Rank,Conference,conference_game,isRanked,Win,Team_Score,Opp_Score,OT,Special,GD,DateTime,Year,State,Region,OppisRanked
Florida State,Georgia Tech,99,"Doak Campbell StadiumTallahassee, FL",1,82269,6,4,82000,1.003280488,0,0,0.0,0.0,0.0,75,51,99,ACC,0,0,1,28,17,0,0,0,2001-12-01 15:30:00,2001,FL,S,0
Southern Miss,TCU,99,"M. M. Roberts StadiumHattiesburg, MS",1,23114,6,4,33000,0.700424242,0,0,0.01,0.0,0.0,79,54,99,CUSA,0,0,0,12,14,0,0,0,2001-12-07 18:00:00,2001,MS,S,0
Hawaii,BYU,99,"Aloha StadiumHonolulu, HI",1,50000,8,3,50000,1.0,0,0,0.01,0.0,0.0,84,72,9,WAC,1,0,1,72,45,0,0,0,2001-12-08 11:05:00,2001,HI,O,1
Virginia,Colorado State,99,"Scott StadiumCharlottesville, VA ",1,57120,0,0,61500,0.928780488,0,0,0.0,0.0,0.0,90,70,99,ACC,1,0,0,29,35,0,1,0,2002-08-22 19:30:00,2002,VA,S,0
NC State,New Mexico,99,"CarterFinley StadiumRaleigh, North Carolina ",1,47018,0,0,51500,0.9129708740000001,0,0,0.12,0.0,0.0,100,73,99,ACC,1,0,1,34,14,0,1,0,2002-08-24 16:30:00,2002,SC,S,0
Nebraska,Arizona State,10,"Memorial StadiumLincoln, Nebraska ",1,77779,0,0,73918,1.052233556,0,1,0.0,0.0,0.0,78,65,99,Big-12,1,1,1,48,10,0,1,0,2002-08-24 18:45:00,2002,NE,W,0
BYU,Syracuse,99,"LaVell Edwards StadiumProvo, UT",1,65612,0,0,65000,1.009415385,0,0,0.0,0.0,0.0,92,62,99,MWC,1,0,1,42,21,0,0,0,2002-08-29 17:30:00,2002,UT,W,0
Northern Illinois,Wake Forest,99,"Huskie StadiumDeKalb, Illinois",1,19653,0,0,31000,0.6339677420000001,0,0,0.0,0.0,0.0,82,53,99,Mid-American,1,0,1,42,41,1,0,0,2002-08-29 18:30:00,2002,IL,M,0
Toledo,Cal Poly,99,"Glass BowlToledo, Ohio",,23074,0,0,26248,0.8790765009999999,0,0,0.0,0.0,0.0,82,60,99,Mid-American,1,0,1,44,16,0,0,0,2002-08-29 19:00:00,2002,OH,M,0
Oregon State,Eastern Kentucky,99,"Reser StadiumCorvallis, Oregon",1,35546,0,0,35362,1.005203326,0,0,0.0,0.0,0.0,97,55,99,ACC,1,0,1,49,10,0,0,0,2002-08-29 19:00:00,2002,OR,W,0
Kent State,New Hampshire,99,"Dix StadiumKent, OH",1,16073,0,0,30520,0.52663827,0,0,0.0,0.0,0.0,81,58,99,Mid-American,1,0,1,34,7,0,0,0,2002-08-29 19:00:00,2002,OH,M,0
FIU,Saint Peter s,99,"FIU StadiumMiami, FL",,17314,0,0,17000,1.018470588,1,0,0.02,0.0,0.0,91,74,99,Sun Belt,0,0,1,27,3,0,0,0,2002-08-29 19:30:00,2002,FL,S,0
Buffalo,Lehigh,99,"UB StadiumAmherst, NY",,21103,0,0,25013,0.8436812859999999,0,0,0.0,0.0,0.0,76,58,99,Mid-American,1,0,0,26,37,0,0,0,2002-08-29 19:30:00,2002,NY,N,0
Iowa State,Kansas,99,"Jack Trice StadiumAmes, IA",1,40026,0,1,45814,0.873663072,0,0,0.0,0.0,0.0,83,56,99,Big-12,0,0,1,45,3,0,0,0,2002-08-31 11:30:00,2002,IA,M,0
Boston College,Connecticut,99,"Alumni StadiumChestnut Hill, MA",1,40066,0,0,44500,0.900359551,0,0,0.03,0.0,0.0,69,57,99,ACC,1,0,1,24,16,0,0,0,2002-08-31 12:00:00,2002,MA,N,0
Penn State,UCF,24,"Beaver StadiumUniversity Park, PA",1,103029,0,0,107282,0.9603568170000001,0,1,0.0,0.0,0.0,74,57,99,Big-10,1,1,1,27,24,0,0,0,2002-08-31 12:00:00,2002,PA,N,0
California,Baylor,99,"California Memorial StadiumBerkeley, CA",1,27185,0,0,73347,0.370635472,1,0,0.0,0.0,0.0,71,52,99,Pac-12,1,0,1,70,22,0,0,0,2002-08-31 12:30:00,2002,CA,W,0
Michigan State,Eastern Michigan,18,"Spartan StadiumEast Lansing, MI",1,73927,0,0,72027,1.0263789970000001,0,1,0.0,0.0,0.0,84,50,99,Big-10,1,1,1,56,7,0,0,0,2002-08-31 15:30:00,2002,MI,W,0
Indiana,William Mary,99,"Memorial StadiumBloomington, IN",,33427,0,0,52324,0.638846418,1,0,0.0,0.0,0.0,84,61,99,Big-10,1,0,1,25,17,0,0,0,2002-08-31 16:00:00,2002,IN,M,0
Georgia Tech,Vanderbilt,99,"Bobby Dodd StadiumAtlanta, GA",,43719,0,0,43719,1.0,1,0,0.0,0.0,0.0,78,69,99,ACC,1,0,1,45,3,0,0,0,2002-08-31 18:00:00,2002,GA,S,0
Nebraska,Troy State,9,"Memorial StadiumLincoln, Nebraska",,77831,1,0,73918,1.052937038,0,1,0.0,0.0,0.0,87,64,99,Big-12,1,1,1,31,16,0,0,0,2002-08-31 18:00:00,2002,NE,W,0
Ole Miss,Louisiana Monroe,99,"VaughtHemingway StadiumOxford, Mississippi",,58151,0,0,60580,0.9599042590000001,0,1,0.0,0.0,0.0,88,69,99,SEC,1,0,1,31,3,0,0,0,2002-08-31 18:00:00,2002,MS,S,0
Texas A&M,Louisiana Lafayette,23,"Kyle FieldCollege Station, TX",,75087,0,0,82600,0.9090435840000001,0,1,0.01,0.0,0.0,96,71,99,Big-12,1,1,1,31,7,0,0,0,2002-08-31 18:00:00,2002,TX,S,0
Hawaii,Eastern Illinois,99,"Aloha StadiumHonolulu, HI",,39958,0,0,50000,0.79916,0,0,0.13,0.0,0.0,90,75,99,WAC,1,0,1,61,36,0,0,0,2002-08-31 18:00:00,2002,HI,O,0
Southern Miss,Jackson State,99,"M. M. Roberts StadiumHattiesburg, MS",,35169,0,0,33000,1.065727273,0,0,0.0,0.0,0.0,88,71,99,CUSA,1,0,1,55,7,0,0,0,2002-08-31 18:00:00,2002,MS,S,0
West Virginia,Chattanooga,99,"Mountaineer FieldMorgantown, West Virginia",,54455,0,0,63500,0.857559055,0,0,0.0,0.0,0.0,81,59,99,WAC,1,0,1,56,7,0,0,0,2002-08-31 18:00:00,2002,VA,S,0
Boise State,Idaho,99,"Bronco StadiumBoise, ID ",,30878,0,0,30000,1.0292666670000001,0,0,0.0,0.0,0.0,87,61,99,WAC,1,0,1,38,21,0,1,0,2002-08-31 18:05:00,2002,ID,W,0
Kansas State,I AA Western Kentucky,99,"KSU StadiumManhattan, KS",,45844,0,0,50300,0.9114115309999999,0,0,0.0,0.0,0.0,91,60,18,Big-12,1,0,1,48,3,0,0,0,2002-08-31 18:10:00,2002,KS,M,1
Arizona,Northern Arizona,99,"Arizona StadiumTucson, AZ",1,48446,0,0,56002,0.8650762470000001,0,0,0.0,0.0,0.0,100,75,99,Pac-12,1,0,1,37,3,0,0,0,2002-08-31 19:00:00,2002,AZ,W,0
NC State,East Tennessee State,25,"CarterFinley StadiumRaleigh, North Carolina",,42507,1,0,51500,0.8253786409999999,0,0,1.69,0.0,0.0,68,66,99,ACC,1,1,1,34,0,0,0,0,2002-08-31 19:00:00,2002,SC,S,0
SMU,Navy,99,"Gerald J. Ford StadiumUniversity Park, Texas",,25744,0,0,32000,0.8045,1,0,0.0,0.0,0.0,92,71,99,WAC,1,0,0,7,38,0,0,0,2002-08-31 19:00:00,2002,TX,S,0
Marshall,1 AA Appalachian State,19,"Marshall University StadiumHuntington, WV",1,31042,0,0,38019,0.8164864940000001,0,0,0.0,0.0,0.0,80,60,99,Mid-American,1,1,1,50,17,0,0,0,2002-08-31 19:00:00,2002,WV,S,0
Memphis,Murray State,99,"Liberty Bowl Memorial StadiumMemphis, Tennessee",,29694,0,0,62921,0.47192511200000004,0,0,0.0,0.0,0.0,89,69,99,CUSA,1,0,1,52,6,0,0,0,2002-08-31 19:00:00,2002,TN,S,0
Rutgers,Villanova,99,"Rutgers StadiumPiscataway, New Jersey",,20911,0,0,41500,0.503879518,0,0,0.0,0.0,0.0,72,56,99,AAC,1,0,0,19,37,0,0,0,2002-08-31 19:00:00,2002,NJ,N,0
UTEP,Sacramento State,99,"Sun Bowl StadiumEl Paso, TX",,30536,0,0,51500,0.592932039,0,0,0.12,0.0,0.0,93,72,99,WAC,1,0,1,42,12,0,0,0,2002-08-31 19:05:00,2002,TX,S,0
USC,Auburn,20,"Los Angeles Memorial ColiseumLos Angeles, CA",1,63269,0,0,92000,0.687706522,0,1,0.0,0.0,0.0,85,66,99,ACC,1,1,1,24,17,0,0,0,2002-09-02 17:00:00,2002,CA,W,0
BYU,Hawaii,99,"LaVell Edwards StadiumProvo, UT",1,63085,1,0,65000,0.970538462,0,0,0.06,0.0,0.0,82,63,99,MWC,1,0,1,35,32,0,0,0,2002-09-06 17:00:00,2002,UT,W,0
Southern Miss,Illinois,99,"M. M. Roberts StadiumHattiesburg, MS",1,22183,1,0,33000,0.6722121209999999,0,0,0.22,0.0,0.0,78,74,99,CUSA,1,0,1,23,20,0,0,0,2002-09-07 11:00:00,2002,MS,S,0
Wisconsin,West Virginia,25,"Camp Randall StadiumMadison, WI",1,76320,2,0,76634,0.995902602,0,1,0.0,0.0,0.0,88,62,99,Big-10,1,1,1,34,17,0,0,0,2002-09-07 11:00:00,2002,WI,M,0
Ole Miss,Memphis,99,"VaughtHemingway StadiumOxford, Mississippi ",1,54718,1,0,60580,0.9032353909999999,0,1,0.0,0.0,0.0,93,69,99,SEC,1,0,1,38,16,0,1,0,2002-09-07 11:30:00,2002,MS,S,0
Northwestern,TCU,99,"Ryan FieldEvanston, IL",1,21442,0,1,47130,0.454954381,0,0,0.0,0.0,0.0,89,59,99,Big-10,1,0,0,24,48,0,0,0,2002-09-07 12:00:00,2002,IL,M,0
Notre Dame,Purdue,23,"Notre Dame StadiumSouth Bend, IN ",1,80795,1,0,80795,1.0,1,1,0.0,0.0,0.0,89,67,99,Independent,0,1,1,24,17,0,1,0,2002-09-07 12:00:00,2002,IN,M,0
Miami (OH),Iowa,99,"Yager StadiumOxford, Ohio",1,25934,1,0,30012,0.864121018,0,0,0.0,0.0,0.0,95,56,99,Mid-American,1,0,0,24,29,0,0,0,2002-09-07 12:00:00,2002,OH,M,0
Washington,San Jose State,11,"Husky StadiumSeattle, WA",1,70147,0,1,72500,0.967544828,0,1,0.0,0.0,0.0,70,54,99,Pac-12,1,1,1,34,10,0,0,0,2002-09-07 12:30:00,2002,WA,W,0
UMass,Central Connecticut State,99,"McGuirk StadiumHadley, MA",,8103,0,0,17000,0.476647059,0,0,0.0,0.0,0.0,83,44,99,FCS,1,0,1,52,3,0,0,0,2002-09-07 13:00:00,2002,MA,N,0
Clemson,Louisiana Tech,99,"Memorial StadiumClemson, SC",,72616,0,1,81473,0.8912891390000001,0,1,0.0,0.0,0.0,87,61,99,ACC,1,0,1,33,13,0,0,0,2002-09-07 13:00:00,2002,SC,S,0
Michigan State,Rice,15,"Spartan StadiumEast Lansing, MI",,74014,1,0,72027,1.027586877,0,1,0.0,0.0,0.0,92,53,99,Big-10,1,1,1,27,10,0,0,0,2002-09-07 13:05:00,2002,MI,W,0
Oklahoma,Alabama,2,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",1,75564,1,0,72765,1.038466296,0,1,0.0,0.0,0.0,94,71,99,Big-12,1,1,1,37,27,0,0,0,2002-09-07 14:30:00,2002,OK,S,0
Boston College,Stanford,99,"Alumni StadiumChestnut Hill, MA",1,41065,1,0,44500,0.9228089890000001,0,0,0.0,0.0,0.0,77,56,99,ACC,1,0,1,34,27,0,0,0,2002-09-07 15:30:00,2002,MA,N,0
California,New Mexico State,99,"California Memorial StadiumBerkeley, CA",1,24692,1,0,73347,0.33664635200000004,1,0,0.0,0.0,0.0,67,52,99,Pac-12,1,0,1,34,13,0,0,0,2002-09-07 15:30:00,2002,CA,W,0
Colorado,San Diego State,17,"Folsom FieldBoulder, CO",1,44126,0,1,50942,0.866200777,0,0,0.0,0.0,0.0,89,60,99,Big-12,1,1,1,34,14,0,0,0,2002-09-07 17:00:00,2002,CO,W,0
Arkansas,Boise State,99,"Donald W. Reynolds Razorback StadiumFayetteville, AR",,70142,0,0,72000,0.9741944440000001,0,0,0.0,0.0,0.0,93,58,99,SEC,1,0,1,41,14,0,0,0,2002-09-07 18:00:00,2002,AR,S,0
Baylor,Samford,99,"Floyd Casey StadiumWaco, Texas",,28375,0,1,50000,0.5675,0,0,0.41,0.0,0.0,89,74,99,Big-12,1,0,1,50,12,0,0,0,2002-09-07 18:00:00,2002,TX,S,0
Nebraska,Utah State,9,"Memorial StadiumLincoln, Nebraska",,78176,2,0,73918,1.0576043720000001,0,1,0.0,0.0,0.0,94,68,99,Big-12,1,1,1,44,13,0,0,0,2002-09-07 18:00:00,2002,NE,W,0
Iowa State,Tennessee Tech,99,"Jack Trice StadiumAmes, IA",,40155,1,1,45814,0.8764788059999999,0,0,0.0,0.0,0.0,91,60,99,Big-12,1,0,1,58,6,0,0,0,2002-09-07 18:00:00,2002,IA,M,0
Arkansas State,Tulsa,99,"Indian StadiumJonesboro, AR",,15363,0,2,30964,0.496156827,1,0,0.0,0.0,0.0,92,62,99,Sun Belt,1,0,1,21,19,0,0,0,2002-09-07 18:00:00,2002,AR,S,0
Missouri,Ball State,99,"Faurot FieldColumbia, Missouri",,49282,1,0,68174,0.722885558,0,0,0.0,0.0,0.0,91,59,99,Big-12,1,0,1,41,6,0,0,0,2002-09-07 18:00:00,2002,MO,M,0
Kansas State,Louisiana Monroe,99,"KSU StadiumManhattan, KS",,43104,1,0,50300,0.85693837,0,0,0.0,0.0,0.0,98,69,99,Big-12,1,0,1,68,0,0,0,0,2002-09-07 18:10:00,2002,KS,M,0
SMU,Texas Tech,99,"Gerald J. Ford StadiumUniversity Park, Texas",,32000,0,1,32000,1.0,1,0,0.13,0.0,0.0,89,73,99,WAC,1,0,0,14,24,0,0,0,2002-09-07 19:00:00,2002,TX,S,0
Rutgers,Buffalo,99,"Rutgers StadiumPiscataway, New Jersey",,19101,0,1,41500,0.46026506,0,0,0.0,0.0,0.0,80,51,99,AAC,1,0,0,11,34,0,0,0,2002-09-07 19:00:00,2002,NJ,N,0
Ohio,Northeastern,99,"Peden StadiumAthens, OH",,21002,0,1,24000,0.875083333,0,0,0.0,0.0,0.0,90,57,99,Mid-American,1,0,0,0,31,0,0,0,2002-09-07 19:00:00,2002,OH,M,0
UCLA,Colorado State,99,"Rose BowlPasadena, CA",1,58078,0,0,92542,0.627585313,0,0,0.0,0.0,0.0,81,60,19,Pac-12,1,0,1,30,19,0,0,0,2002-09-07 19:15:00,2002,CA,W,1
Virginia,South Carolina,99,"Scott StadiumCharlottesville, VA",1,60171,0,2,61500,0.9783902440000001,0,0,0.0,0.0,0.0,84,58,22,ACC,1,0,1,34,21,0,0,0,2002-09-07 19:45:00,2002,VA,S,1
Syracuse,North Carolina,99,"Carrier DomeSyracuse, NY",1,39444,0,1,49550,0.7960444000000001,0,0,0.0,0.0,0.0,85,53,99,Big East,1,0,0,22,30,0,0,0,2002-09-07 20:00:00,2002,NY,N,0
Kent State,Cal Poly,99,"Dix StadiumKent, OH",,8410,1,1,30520,0.275557012,0,0,0.0,0.0,0.0,75,45,99,Mid-American,1,0,1,37,34,0,0,0,2002-09-13 14:00:00,2002,OH,M,0
Illinois,Arkansas State,99,"Memorial StadiumChampaign, IL",1,46258,0,2,69249,0.6679952060000001,0,0,0.02,0.0,0.0,88,56,99,Big-10,1,0,1,59,7,0,0,0,2002-09-14 11:00:00,2002,IL,M,0
Wisconsin,Northern Illinois,22,"Camp Randall StadiumMadison, WI",1,77460,3,0,76634,1.0107785059999999,0,1,0.02,0.0,0.0,71,61,99,Big-10,1,1,1,24,21,0,0,0,2002-09-14 11:00:00,2002,WI,M,0
Michigan State,California,15,"Spartan StadiumEast Lansing, MI",1,72634,2,0,72027,1.008427395,0,1,0.0,0.0,0.0,86,47,99,Big-10,1,1,0,22,46,0,0,0,2002-09-14 12:00:00,2002,MI,W,0
Clemson,Georgia Tech,99,"Memorial StadiumClemson, SC ",1,77586,1,1,81473,0.952290943,0,1,0.6,0.0,0.0,79,67,99,ACC,0,0,1,24,19,0,1,0,2002-09-14 12:00:00,2002,SC,S,0
Northwestern,Duke,99,"Ryan FieldEvanston, IL",,22910,0,2,47130,0.48610227,0,0,0.0,0.0,0.0,81,49,99,Big-10,1,0,1,26,21,0,0,0,2002-09-14 12:00:00,2002,IL,M,0
UMass,American International,99,"McGuirk StadiumHadley, MA",,7064,1,0,17000,0.41552941200000004,0,0,0.0,0.0,0.0,81,45,99,FCS,1,0,1,42,13,0,0,0,2002-09-14 13:00:00,2002,MA,N,0
Louisiana Tech,Tulsa,99,"Joe Aillet StadiumRuston, LA",1,18600,1,1,30600,0.607843137,0,0,0.0,0.0,0.0,95,66,99,WAC,0,0,1,53,9,0,0,0,2002-09-14 13:00:00,2002,LA,S,0
Nevada,BYU,99,"Mackay StadiumReno, NV",1,23109,0,1,31545,0.732572515,0,0,0.0,0.0,0.0,94,59,99,WAC,1,0,1,31,28,0,0,0,2002-09-14 13:05:00,2002,NV,W,0
Kansas State,Eastern Illinois,99,"KSU StadiumManhattan, KS",,45642,2,0,50300,0.9073956259999999,0,0,0.39,0.0,0.0,69,63,99,Big-12,1,0,1,63,13,0,0,0,2002-09-14 13:10:00,2002,KS,M,0
Colorado,USC,18,"Folsom FieldBoulder, CO",1,53119,1,1,50942,1.042734875,0,0,0.0,0.0,0.0,76,53,17,Big-12,1,1,0,3,40,0,0,0,2002-09-14 13:30:00,2002,CO,W,1
Notre Dame,Michigan,20,"Notre Dame StadiumSouth Bend, IN ",1,80795,2,0,80795,1.0,1,1,0.24,0.0,0.0,79,69,7,Independent,0,1,1,25,23,0,1,0,2002-09-14 13:30:00,2002,IN,M,1
FIU,Butler,99,"FIU StadiumMiami, FL",,9110,1,1,17000,0.535882353,1,0,0.02,0.0,0.0,89,78,99,Sun Belt,0,0,1,42,0,0,0,0,2002-09-14 15:30:00,2002,FL,S,0
Syracuse,Rhode Island,99,"Carrier DomeSyracuse, NY",,43089,0,2,49550,0.8696064579999999,0,0,0.06,0.0,0.0,87,56,99,Big East,1,0,1,63,17,0,0,0,2002-09-14 15:30:00,2002,NY,N,0
Oregon State,UNLV,99,"Reser StadiumCorvallis, Oregon",1,36121,2,0,35362,1.021463718,0,0,0.0,0.0,0.0,90,48,99,ACC,1,0,1,47,17,0,0,0,2002-09-14 16:00:00,2002,OR,W,0
Alabama,North Texas,99,"BryantDenny StadiumTuscaloosa, AL",1,79818,1,1,83818,0.952277554,0,1,0.0,0.0,0.0,86,73,99,SEC,1,0,1,33,7,0,0,0,2002-09-14 18:00:00,2002,AL,S,0
Southern Miss,Memphis,99,"M. M. Roberts StadiumHattiesburg, MS ",1,28419,2,0,33000,0.8611818179999999,0,0,0.03,0.0,0.0,83,71,99,CUSA,0,0,1,33,14,0,1,0,2002-09-14 18:00:00,2002,MS,S,0
Arkansas,South Florida,99,"War Memorial StadiumLittle Rock, AR",,55817,1,0,53727,1.038900367,0,0,0.03,0.0,0.0,80,61,99,SEC,1,0,1,42,3,0,0,0,2002-09-14 18:00:00,2002,AR,S,0
Oklahoma,UTEP,2,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",1,74468,2,0,72765,1.0234041090000001,0,1,1.62,0.0,0.0,83,64,99,Big-12,1,1,1,68,0,0,0,0,2002-09-14 18:00:00,2002,OK,S,0
Kansas,SW Missouri State,99,"Memorial StadiumLawrence, KS",,40500,0,2,50000,0.81,1,0,0.43,0.0,0.0,89,68,99,Big-12,1,0,1,44,24,0,0,0,2002-09-14 18:00:00,2002,KS,M,0
Arizona,Utah,99,"Arizona StadiumTucson, AZ",1,44243,1,0,56002,0.7900253559999999,0,0,0.0,0.0,0.0,95,66,99,Pac-12,1,0,1,23,17,0,0,0,2002-09-14 19:00:00,2002,AZ,W,0
San Diego State,Arizona State,99,"Qualcomm StadiumSan Diego, CA",1,29041,0,2,54000,0.537796296,1,0,0.0,0.0,0.0,75,63,99,MWC,1,0,0,28,39,0,0,0,2002-09-14 19:00:00,2002,CA,W,0
Rutgers,Army,99,"Rutgers StadiumPiscataway, New Jersey",1,28514,0,2,41500,0.687084337,0,0,0.0,0.0,0.0,83,47,99,AAC,1,0,1,44,0,0,0,0,2002-09-14 19:00:00,2002,NJ,N,0
Buffalo,Connecticut,99,"UB StadiumAmherst, NY",,17012,1,1,25013,0.6801263340000001,0,0,0.0,0.0,0.0,77,60,99,Mid-American,1,0,0,3,24,0,0,0,2002-09-14 19:30:00,2002,NY,N,0
Penn State,Nebraska,99,"Beaver StadiumUniversity Park, PA",1,110753,1,0,107282,1.032353983,0,1,0.0,0.0,0.0,81,51,8,Big-10,1,0,1,40,7,0,0,0,2002-09-14 20:00:00,2002,PA,N,1
Marshall,UCF,99,"Marshall University StadiumHuntington, WV",1,32900,1,1,38019,0.865356795,0,0,0.12,0.0,0.0,80,58,99,Mid-American,0,0,1,26,21,0,0,0,2002-09-20 19:00:00,2002,WV,S,0
Wisconsin,Arizona,22,"Camp Randall StadiumMadison, WI",1,78582,4,0,76634,1.025419527,0,1,0.0,0.0,0.0,69,52,99,Big-10,1,1,1,31,10,0,0,0,2002-09-21 11:00:00,2002,WI,M,0
Ole Miss,Vanderbilt,99,"VaughtHemingway StadiumOxford, Mississippi ",1,50427,2,1,60580,0.832403433,0,1,0.7,0.0,0.0,83,68,99,SEC,0,0,1,45,38,0,1,0,2002-09-21 11:30:00,2002,MS,S,0
Penn State,Louisiana Tech,15,"Beaver StadiumUniversity Park, PA",1,103987,2,0,107282,0.969286553,0,1,0.0,0.0,0.0,81,68,99,Big-10,1,1,1,49,17,0,0,0,2002-09-21 12:00:00,2002,PA,N,0
UCLA,Colorado,20,"Rose BowlPasadena, CA",1,63880,2,0,92542,0.69028117,0,0,0.0,0.0,0.0,82,59,99,Pac-12,1,1,0,17,31,0,0,0,2002-09-21 12:30:00,2002,CA,W,0
Clemson,Ball State,99,"Memorial StadiumClemson, SC",,73945,2,1,81473,0.907601291,0,1,0.16,0.0,0.0,81,70,99,ACC,1,0,1,30,7,0,0,0,2002-09-21 13:00:00,2002,SC,S,0
Illinois,San Jose State,99,"Memorial StadiumChampaign, IL",,50990,1,2,69249,0.736328322,0,0,0.01,0.0,0.0,81,54,99,Big-10,1,0,0,35,38,0,0,0,2002-09-21 13:00:00,2002,IL,M,0
Nevada,Rice,99,"Mackay StadiumReno, NV",,17201,1,1,31545,0.545284514,0,0,0.0,0.0,0.0,89,55,99,WAC,0,0,1,31,21,0,0,0,2002-09-21 13:05:00,2002,NV,W,0
Miami (OH),Kent State,99,"Yager StadiumOxford, Ohio",,15042,1,2,30012,0.50119952,0,0,0.0,0.0,0.0,77,59,99,Mid-American,0,0,1,27,20,0,0,0,2002-09-21 14:00:00,2002,OH,M,0
California,Air Force,23,"California Memorial StadiumBerkeley, CA",,31816,3,0,73347,0.43377370600000004,1,0,0.0,0.0,0.0,90,52,99,Pac-12,1,1,0,21,23,0,0,0,2002-09-21 14:00:00,2002,CA,W,0
Texas A&M,Virginia Tech,19,"Kyle FieldCollege Station, TX",1,83746,2,0,82600,1.013874092,0,1,0.0,0.0,0.0,91,56,7,Big-12,1,1,0,3,13,0,0,0,2002-09-21 14:30:00,2002,TX,S,1
Virginia,Akron,99,"Scott StadiumCharlottesville, VA",,56216,1,2,61500,0.914081301,0,0,0.0,0.0,0.0,87,66,99,ACC,1,0,1,48,29,0,0,0,2002-09-21 15:00:00,2002,VA,S,0
Michigan State,Notre Dame,99,"Spartan StadiumEast Lansing, MI ",1,75182,2,1,72027,1.043803018,0,1,0.0,0.0,0.0,81,53,12,Big-10,1,0,0,17,21,0,1,0,2002-09-21 15:30:00,2002,MI,W,1
Georgia Tech,BYU,99,"Bobby Dodd StadiumAtlanta, GA",1,43719,2,1,43719,1.0,1,0,1.65,0.0,0.0,86,71,99,ACC,1,0,1,28,19,0,0,0,2002-09-21 15:30:00,2002,GA,S,0
Oregon State,Fresno State,99,"Reser StadiumCorvallis, Oregon",1,36457,3,0,35362,1.030965443,0,0,0.0,0.0,0.0,76,48,99,ACC,1,0,1,59,19,0,0,0,2002-09-21 15:30:00,2002,OR,W,0
Indiana,Central Michigan,99,"Memorial StadiumBloomington, IN",,32740,1,2,52324,0.625716688,1,0,1.67,0.0,0.0,78,60,99,Big-10,1,0,1,39,29,0,0,0,2002-09-21 16:00:00,2002,IN,M,0
Baylor,Tulsa,99,"Floyd Casey StadiumWaco, Texas",,30337,1,2,50000,0.60674,0,0,0.0,0.0,0.0,89,56,99,Big-12,1,0,1,37,25,0,0,0,2002-09-21 18:00:00,2002,TX,S,0
Alabama,Southern Miss,99,"BryantDenny StadiumTuscaloosa, AL",1,83818,2,1,83818,1.0,0,1,0.37,0.0,0.0,93,74,99,SEC,1,0,1,20,7,0,0,0,2002-09-21 18:00:00,2002,AL,S,0
Kansas,Bowling Green,99,"Memorial StadiumLawrence, KS",,37000,1,2,50000,0.74,1,0,0.0,0.0,0.0,85,61,99,Big-12,1,0,0,16,39,0,0,0,2002-09-21 18:00:00,2002,KS,M,0
Kansas State,USC,25,"KSU StadiumManhattan, KS",1,49276,3,0,50300,0.9796421470000001,0,0,0.0,0.0,0.0,75,50,11,Big-12,1,1,1,27,20,0,0,0,2002-09-21 18:00:00,2002,KS,M,1
Iowa State,Troy State,21,"Jack Trice StadiumAmes, IA",,44896,3,1,45814,0.9799624570000001,0,0,0.0,0.0,0.0,67,50,99,Big-12,1,1,1,42,12,0,0,0,2002-09-21 18:00:00,2002,IA,M,0
Northern Illinois,Western Illinois,99,"Huskie StadiumDeKalb, Illinois",,23598,1,2,31000,0.7612258059999999,0,0,0.07,0.0,0.0,70,49,99,Mid-American,1,0,0,26,29,0,0,0,2002-09-21 18:30:00,2002,IL,M,0
Washington,Wyoming,11,"Husky StadiumSeattle, WA",1,72898,1,1,72500,1.005489655,0,1,0.0,0.0,0.0,70,44,99,Pac-12,1,1,1,38,7,0,0,0,2002-09-21 19:00:00,2002,WA,W,0
Toledo,UNLV,99,"Glass BowlToledo, Ohio",,26050,2,1,26248,0.9924565679999999,0,0,0.0,0.0,0.0,81,58,99,Mid-American,1,0,1,38,21,0,0,0,2002-09-21 19:00:00,2002,OH,M,0
Florida State,Duke,5,"Doak Campbell StadiumTallahassee, FL",1,82397,3,0,82000,1.004841463,0,0,0.0,0.0,0.0,93,74,99,ACC,0,1,1,48,17,0,0,0,2002-09-21 19:00:00,2002,FL,S,0
Memphis,Tulane,99,"Liberty Bowl Memorial StadiumMemphis, Tennessee",,32120,1,2,62921,0.5104813970000001,0,0,2.06,0.0,0.0,79,63,99,CUSA,0,0,1,38,10,0,0,0,2002-09-21 19:00:00,2002,TN,S,0
UTEP,Hawaii,99,"Sun Bowl StadiumEl Paso, TX",,44381,1,2,51500,0.86176699,0,0,0.0,0.0,0.0,91,56,99,WAC,0,0,0,6,31,0,0,0,2002-09-21 19:05:00,2002,TX,S,0
San Diego State,UCLA,99,"Qualcomm StadiumSan Diego, CA",1,33610,0,4,54000,0.6224074070000001,1,0,0.0,0.0,0.0,70,65,99,MWC,1,0,0,7,43,0,0,0,2002-09-28 11:00:00,2002,CA,W,0
West Virginia,East Carolina,99,"Mountaineer FieldMorgantown, West Virginia",1,54497,2,1,63500,0.8582204720000001,0,0,0.62,0.0,0.0,88,57,99,WAC,1,0,1,37,17,0,0,0,2002-09-28 12:00:00,2002,VA,S,0
